LAPORAN HISTORIS PENGGUNAAN UTILITAS (LISTRIK DAN AIR)
Kawasan Industri Tunas Batam Centre
Periode Billing: Juni 2023 s/d Mei 2026

trx_id,tanggal,tenant_id,properti_id,pemakaian_listrik,pemakaian_air,service_charge_base
3052,2024-12-25,82,47,"Rp. 15.852,16","1.132,23","Rp. 10.000.000,00"
3053,2024-12-25,83,222,"41.900,67","2.163,26","Rp. 7.500.000,00"
3054,2024-12-25,84,3,"27.575,40",N/A,"Rp. 5.000.000,00"
3055,2024-12-20,85,157,"Rp. 26.260,98","2.823,76","Rp. 7.500.000,00"
3056,2024-12-25,86,160,"Rp. 14.670,86","2.667,05",5000000
3057,2024-12-23,87,203,12057.64,"1.424,45",10000000
3058,2024-12-21,88,107,"Rp. 13.306,45","756,71","Rp. 7.500.000,00"
3059,2024-12-25,89,153,"7.970,69","2.905,73","Rp. 5.000.000,00"
3060,2024-12-22,90,250,"43.404,83","1.114,10","Rp. 7.500.000,00"
3061,2024-12-25,91,48,"40.034,11",1172.46,"Rp. 10.000.000,00"
3061,2024-12-22,92,212,"17.479,61","1.409,16","Rp. 7.500.000,00"
3063,2024-12-23,93,172,"-42.312,15","2.506,92","Rp. 5.000.000,00"
3064,2024-12-23,94,78,30382.37,"990,80","Rp. 5.000.000,00"
3065,2024-12-25,95,85,"19.825,39","1.887,04","Rp. 10.000.000,00"
3066,22/12/2024,96,39,"349.499,16","1.021,25","Rp. 5.000.000,00"
3067,2024-12-24,97,325,"Rp. 1.018,97","60,90","Rp. 2.500.000,00"
3068,2024-12-23,98,158,"Rp. 36.564,96",N/A,"Rp. 5.000.000,00"
3069,2024-12-20,99,288,"Rp. 1.044,80",129.95,3500000
3070,2024-12-22,100,14,"11.159,45","1.494,74","Rp. 5.000.000,00"
3071,2024-12-24,101,202,"Rp. 10.825,71","2.345,61","Rp. 5.000.000,00"
3072,2024-12-23,102,293,1386.73,"40,95","Rp. 3.500.000,00"
3073,2024-12-24,103,319,"1.893,77","149,66","Rp. 1.500.000,00"
3074,2024-12-21,104,236,"Rp. 23.334,88",,"Rp. 5.000.000,00"
3075,2024-12-24,105,65,"Rp. 10.154,41","2.871,04","Rp. 5.000.000,00"
3076,2024-12-21,106,34,"27.887,56","2.269,23","Rp. 7.500.000,00"
3076,2024-12-24,107,1,"Rp. 39.165,78","991,98","Rp. 10.000.000,00"
3078,2024-12-22,108,252,"Rp. 724,28","148,28",1500000
3079,2024-12-21,109,181,"32.014,04",1806.01,"Rp. 10.000.000,00"
3080,2024-12-24,110,169,43178.22,"1.195,84","Rp. 7.500.000,00"
3081,2024-12-24,111,204,"-29.965,54",,"Rp. 10.000.000,00"
3082,2024-12-22,112,312,"Rp. 533,30",Rusak,"Rp. 2.500.000,00"
3083,2024-12-24,113,38,"16.919,08",2203.18,"Rp. 7.500.000,00"
3084,2024-12-25,114,101,Rusak,"840,95","Rp. 5.000.000,00"
3085,2024-12-23,115,260,"675,53",101.37,"Rp. 1.500.000,00"
3086,2024-12-22,116,183,"Rp. 30.794,12","565,43","Rp. 10.000.000,00"
3087,2024-12-20,117,83,17996.37,"996,51","Rp. 10.000.000,00"
3088,2024-12-21,118,35,"Rp. 41.227,35","2.602,81",5000000
3089,2024-12-24,119,123,6206.51,"2.784,21",10000000
3090,2024-12-23,120,225,"Rp. 22.521,10","1.658,86",7500000
3091,2024-12-20,121,228,"-34.381,64","2.329,34","Rp. 10.000.000,00"
3092,2024-12-25,122,120,"Rp. -24.294,66","2.291,14","Rp. 10.000.000,00"
3093,23/12/2024,123,129,"16.737,53",,"Rp. 5.000.000,00"
3094,2024-12-23,124,217,Rusak,"2.212,64","Rp. 5.000.000,00"
3095,2024-12-23,125,213,"Rp. 35.830,66","1.612,18","Rp. 7.500.000,00"
3096,2024-12-21,126,304,"Rp. 1.433,54",28.46,"Rp. 1.500.000,00"
3097,2024-12-21,127,246,29653.47,1158.11,"Rp. 5.000.000,00"
3098,2024-12-21,128,307,"1.457,78",,"Rp. 2.500.000,00"
3099,2024-12-20,129,33,5800.03,1793.9,"Rp. 10.000.000,00"
3100,2024-12-25,130,132,"28.292,80","2.137,22","Rp. 10.000.000,00"
3101,2024-12-22,131,173,11589.63,"2.297,12","Rp. 10.000.000,00"
3102,2024-12-23,132,113,18417.24,"1.977,89","Rp. 7.500.000,00"
3103,2024-12-21,133,49,"Rp. 42.473,81",1583.73,"Rp. 10.000.000,00"
3103,2024-12-25,134,221,"-23.733,09","2.547,98","Rp. 5.000.000,00"
3105,2024-12-24,135,147,"Rp. 15.057,76",634.52,"Rp. 10.000.000,00"
3106,2024-12-25,136,327,648.11,"76,20",1500000
3107,2024-12-25,137,77,"Rp. 30.776,47",2684.67,"Rp. 5.000.000,00"
3108,2024-12-24,138,283,"248,54","93,84",3500000
3109,2024-12-22,139,220,N/A,"610,11","Rp. 7.500.000,00"
3110,2024-12-23,140,211,"Rp. 6.946,70","2.021,04",10000000
3111,2024-12-24,141,272,"760,93","30,12","Rp. 3.500.000,00"
3112,2024-12-20,142,324,276.16,"71,86","Rp. 3.500.000,00"
3113,2024-12-20,143,239,"38.503,41","734,19",7500000
3114,2024-12-24,144,240,38029.12,1347.48,"Rp. 5.000.000,00"
3115,2024-12-21,145,141,27357.91,589.45,"Rp. 5.000.000,00"
3116,2024-12-23,146,20,17999.63,"687,53","Rp. 7.500.000,00"
3117,2024-12-24,147,149,N/A,,"Rp. 5.000.000,00"
3118,2024-12-20,148,111,"-14.573,33",,"Rp. 7.500.000,00"
3119,2024-12-21,149,290,"1.097,63","71,51","Rp. 2.500.000,00"
3120,2024-12-21,150,226,44407.63,"2.224,54","Rp. 7.500.000,00"
3121,2024-12-21,118,188,"17.090,96",2488.01,7500000
3122,2024-12-22,145,178,"31.747,02","1.624,47","Rp. 7.500.000,00"
3123,2024-12-25,26,133,33644.03,"1.061,48","Rp. 10.000.000,00"
3124,2024-12-22,19,66,"17.238,41",1480.86,"Rp. 5.000.000,00"
3125,2024-12-24,138,274,564.79,"71,93","Rp. 3.500.000,00"
3126,2024-12-24,55,209,"8.544,98",1445.24,"Rp. 7.500.000,00"
3127,2024-12-22,130,216,"37.719,45","1.126,36",10000000
3128,2024-12-24,68,182,"42.938,88","1.475,13",5000000
3129,2024-12-20,34,145,"106.661,78","691,82","Rp. 10.000.000,00"
3130,2024-12-22,90,110,"Rp. 7.484,60","2.276,97","Rp. 10.000.000,00"
3131,2024-12-24,18,135,"25.318,09","998,25",7500000
3132,2024-12-25,63,273,"282,48","46,00","Rp. 2.500.000,00"
3133,2024-12-22,95,64,"36.817,09","2.625,74","Rp. 10.000.000,00"
3134,2024-12-22,73,291,"Rp. 841,32",127.67,"Rp. 2.500.000,00"
3135,2024-12-20,41,243,"8.007,74","1.818,74","Rp. 10.000.000,00"
3136,2025-01-21,1,45,"17.262,96",2745.39,"Rp. 5.000.000,00"
3137,2025-01-20,2,99,Rusak,2517.92,"Rp. 10.000.000,00"
3138,2025-01-21,3,185,23068.16,"2.146,73",5000000
3139,2025-01-22,4,124,"Rp. 20.057,06",N/A,"Rp. 5.000.000,00"
3140,2025-01-25,5,122,20972.41,"1.246,00","Rp. 5.000.000,00"
3141,2025-01-21,6,168,477946.6,"2.946,09","Rp. 10.000.000,00"
3142,2025-01-25,7,270,"796,09","113,95","Rp. 3.500.000,00"
3143,2025-01-20,8,10,40943.55,"1.100,15",7500000
3144,2025-01-25,9,289,"963,76","88,27",3500000
3145,2025-01-21,10,177,"11.622,31",1597.99,"Rp. 7.500.000,00"
3146,2025-01-23,11,198,"Rp. 24.551,54",1445.21,"Rp. 7.500.000,00"
3147,2025-01-25,12,114,"39.685,34","2.295,81",7500000
3148,2025-01-23,13,4,10544.65,"1.280,05","Rp. 10.000.000,00"
3149,2025-01-24,14,52,"Rp. 38.684,12","730,01","Rp. 7.500.000,00"
3150,2025-01-20,15,16,"44.902,77","2.462,87",5000000
3151,2025-01-25,16,90,"Rp. 17.587,55","2.979,68","Rp. 5.000.000,00"
3152,2025-01-20,17,210,"Rp. 31.698,74","993,55","Rp. 5.000.000,00"
3153,2025-01-24,18,86,"43.439,89",1112.07,"Rp. 10.000.000,00"
3154,2025-01-21,19,116,"28.172,95","2.171,31","Rp. 7.500.000,00"
3155,2025-01-21,20,22,"12.847,07",602.78,"Rp. 7.500.000,00"
3156,2025-01-23,21,104,"22.343,24",1548.39,"Rp. 7.500.000,00"
3157,2025-01-20,22,106,"Rp. -35.454,31","1.911,34",10000000
3158,2025-01-23,23,201,"Rp. 11.996,79","1.617,25","Rp. 5.000.000,00"
3158,2025-01-22,24,244,9746.67,"846,01",5000000
3160,21/01/2025,25,62,"Rp. 36.240,23","2.876,58",10000000
3161,2025-01-21,26,30,"Rp. 34.095,74","2.637,31",5000000
3162,2025-01-25,27,127,"Rp. 41.628,69","1.734,00","Rp. 5.000.000,00"
3163,2025-01-22,28,223,"28.852,60","2.606,13","Rp. 10.000.000,00"
3164,2025-01-25,29,73,"Rp. -17.105,16",,"Rp. 7.500.000,00"
3165,23/01/2025,30,46,"34.675,77","545,11","Rp. 7.500.000,00"
3166,2025-01-24,31,322,"409,77","45,54",1500000
3167,2025-01-22,32,175,"39.338,35","2.117,16",10000000
3168,2025-01-22,33,214,"8.890,73",,"Rp. 10.000.000,00"
3169,2025-01-23,34,105,"Rp. 41.466,40",,"Rp. 7.500.000,00"
3170,2025-01-21,35,297,"1.437,00","101,18","Rp. 3.500.000,00"
3171,24/01/2025,36,96,"10.776,16","535,03","Rp. 10.000.000,00"
3172,2025-01-22,37,67,"24.130,32","1.035,88","Rp. 7.500.000,00"
3173,2025-01-23,38,165,"Rp. 337.010,58","694,10","Rp. 5.000.000,00"
3174,20/01/2025,39,249,40145.64,"505,89","Rp. 7.500.000,00"
3175,2025-01-21,40,200,34005.42,"1.211,06","Rp. 7.500.000,00"
3176,2025-01-23,41,79,"Rp. 33.660,32","2.230,95","Rp. 10.000.000,00"
3177,2025-01-20,42,284,"Rp. 397,26",32.51,"Rp. 2.500.000,00"
3178,2025-01-20,43,80,"Rp. 36.515,47",Rusak,"Rp. 10.000.000,00"
3179,2025-01-22,44,13,"Rp. 28.188,15","1.453,86","Rp. 7.500.000,00"
3179,2025-01-25,45,311,"Rp. -1.803,67","42,78","Rp. 3.500.000,00"
3181,2025-01-20,46,197,"11.472,43","2.102,69","Rp. 7.500.000,00"
3182,2025-01-25,47,150,"19.907,26","698,92","Rp. 7.500.000,00"
3183,2025-01-21,48,28,"19.722,03","2.056,76","Rp. 7.500.000,00"
3184,2025-01-22,49,82,"Rp. 7.388,82","905,26","Rp. 5.000.000,00"
3185,21/01/2025,50,100,"Rp. 25.627,76","778,04","Rp. 5.000.000,00"
3186,2025-01-24,51,235,"Rp. 9.622,72",1027.33,"Rp. 7.500.000,00"
3187,2025-01-23,52,11,"-10.325,51","1.696,06","Rp. 7.500.000,00"
3188,2025-01-23,53,134,"19.061,48","2.179,64","Rp. 7.500.000,00"
3189,21/01/2025,54,299,"Rp. -542,00","93,42","Rp. 3.500.000,00"
3190,2025-01-24,55,125,"Rp. 7.641,99","2.710,90","Rp. 7.500.000,00"
3191,2025-01-23,56,43,17181.4,"1.030,49","Rp. 7.500.000,00"
3192,2025-01-20,57,224,"6.586,73","786,19","Rp. 10.000.000,00"
3193,2025-01-22,58,300,"1.090,49",,2500000
3194,2025-01-22,59,112,"25.379,29","2.303,28","Rp. 7.500.000,00"
3195,2025-01-22,60,121,23380.86,"663,69","Rp. 7.500.000,00"
3196,2025-01-23,61,154,22662.41,"2.564,40","Rp. 7.500.000,00"
3197,2025-01-21,62,253,503.83,"83,67","Rp. 2.500.000,00"
3198,2025-01-25,63,326,"636,24","102,42","Rp. 1.500.000,00"
3199,2025-01-20,64,131,"Rp. 30.317,35",,"Rp. 7.500.000,00"
3200,2025-01-25,65,5,"293.973,60","1.433,20","Rp. 5.000.000,00"
3201,2025-01-22,66,53,20275.89,"2.226,63","Rp. 7.500.000,00"
3202,2025-01-22,67,313,"Rp. 480,82","104,51","Rp. 2.500.000,00"
3203,2025-01-20,68,242,-21735.55,"2.761,29","Rp. 7.500.000,00"
3204,2025-01-21,69,74,"23.056,64","1.079,68",5000000
3205,2025-01-22,70,219,"-34.298,75",1556.19,"Rp. 7.500.000,00"
3206,2025-01-23,71,6,20876.8,,"Rp. 7.500.000,00"
3207,2025-01-21,72,321,1544.13,"58,67","Rp. 2.500.000,00"
3208,2025-01-20,73,271,"Rp. 933,94","63,85","Rp. 2.500.000,00"
3209,2025-01-24,74,61,"Rp. 6.810,01","1.638,58","Rp. 5.000.000,00"
3210,2025-01-25,75,136,"Rp. 6.319,13","1.715,36","Rp. 7.500.000,00"
3210,2025-01-25,76,139,"32.481,59","1.951,34","Rp. 5.000.000,00"
3212,2025-01-22,77,265,536.81,"56,23","Rp. 3.500.000,00"
3213,2025-01-20,78,126,"17.439,73","1.667,71","Rp. 5.000.000,00"
3214,2025-01-21,79,232,"Rp. 31.775,70","682,15","Rp. 5.000.000,00"
3215,2025-01-21,80,31,Meteran Mati,,"Rp. 10.000.000,00"
3216,2025-01-23,81,205,"23.044,14",967.11,"Rp. 7.500.000,00"
3217,2025-01-23,82,47,"Rp. 20.716,75","1.088,30","Rp. 5.000.000,00"
3218,2025-01-22,83,222,43701.53,"692,95","Rp. 10.000.000,00"
3219,2025-01-21,84,3,24136.27,"2.822,21","Rp. 5.000.000,00"
3220,2025-01-23,85,157,5562.43,,"Rp. 5.000.000,00"
3221,20/01/2025,86,160,"Rp. 9.495,41","2.583,01","Rp. 10.000.000,00"
3222,2025-01-21,87,203,-12456.63,"857,80","Rp. 7.500.000,00"
3223,2025-01-25,88,107,"Rp. 8.479,82","855,03","Rp. 5.000.000,00"
3224,2025-01-24,89,153,"Rp. 16.132,86",1926.44,"Rp. 7.500.000,00"
3225,2025-01-25,90,250,"Rp. 35.080,16","574,45","Rp. 7.500.000,00"
3226,2025-01-22,91,48,Rusak,"1.765,42","Rp. 5.000.000,00"
3227,2025-01-22,92,212,"Rp. 10.080,97","1.709,76","Rp. 10.000.000,00"
3228,2025-01-25,93,172,"17.803,44","2.442,86","Rp. 7.500.000,00"
3229,2025-01-25,94,78,"Rp. 36.254,50","1.555,21","Rp. 10.000.000,00"
3230,2025-01-21,95,85,38117.64,"1.309,27","Rp. 5.000.000,00"
3231,2025-01-25,96,39,"Rp. 23.138,98","983,27",10000000
3232,2025-01-23,97,325,"Rp. 1.115,46",149.6,"Rp. 1.500.000,00"
3233,2025-01-25,98,158,"Rp. 21.238,92",2351.6,"Rp. 5.000.000,00"
3234,2025-01-20,99,288,"1.797,26","52,75","Rp. 1.500.000,00"
3235,2025-01-23,100,14,"Rp. 32.189,08",827.97,"Rp. 10.000.000,00"
3236,2025-01-22,101,202,"Rp. 6.250,20","941,64","Rp. 7.500.000,00"
3237,2025-01-23,102,293,591.66,"104,52",3500000
3238,2025-01-24,103,319,"Rp. 1.651,53","118,76","Rp. 2.500.000,00"
3239,2025-01-23,104,236,"Rp. 10.629,68","2.185,11","Rp. 5.000.000,00"
3240,2025-01-22,105,65,"27.266,25",1932.26,"Rp. 10.000.000,00"
3241,2025-01-22,106,34,"34.186,04","1.346,78","Rp. 5.000.000,00"
3242,2025-01-22,107,1,"14.060,67","2.204,88","Rp. 7.500.000,00"
3243,2025-01-21,108,252,"1.648,26","42,63","Rp. 2.500.000,00"
3244,2025-01-25,109,181,"15.914,09","1.886,53","Rp. 5.000.000,00"
3245,2025-01-20,110,169,43582.85,"535,68","Rp. 5.000.000,00"
3246,2025-01-25,111,204,"16.798,40","1.084,93","Rp. 10.000.000,00"
3247,2025-01-24,112,312,"Rp. 729,69","53,54","Rp. 2.500.000,00"
3248,2025-01-24,113,38,"9.635,45","1.025,31","Rp. 10.000.000,00"
3249,2025-01-21,114,101,"Rp. 29.258,94","2.705,10","Rp. 7.500.000,00"
3250,2025-01-22,115,260,"Rp. 932,57",74.72,"Rp. 1.500.000,00"
3251,2025-01-25,116,183,"29.219,80","2.813,11",5000000
3252,2025-01-22,117,83,"Rp. 11.018,76","1.333,81",10000000
3253,2025-01-20,118,35,"Rp. 7.849,11","1.131,08",10000000
3254,21/01/2025,119,123,"42.939,07",1425.14,"Rp. 10.000.000,00"
3255,2025-01-20,120,225,"23.111,09",Rusak,"Rp. 7.500.000,00"
3256,2025-01-21,121,228,"Rp. 16.317,82","1.719,16","Rp. 5.000.000,00"
3257,2025-01-21,122,120,"171.734,64","1.294,27","Rp. 10.000.000,00"
3258,2025-01-22,123,129,7192.56,Tanpa Catatan,"Rp. 7.500.000,00"
3259,2025-01-23,124,217,42130.54,"1.208,00",5000000
3260,2025-01-22,125,213,"27.829,28","605,11","Rp. 10.000.000,00"
3261,2025-01-25,126,304,1530.8,124.59,"Rp. 1.500.000,00"
3262,2025-01-20,127,246,13155.61,"2.295,73","Rp. 10.000.000,00"
3263,2025-01-25,128,307,"1.156,37","31,96","Rp. 2.500.000,00"
3264,2025-01-21,129,33,37223.3,"568,18",5000000
3265,2025-01-23,130,132,31805.12,"1.389,70","Rp. 10.000.000,00"
3266,2025-01-24,131,173,"Rp. 25.934,81","1.122,53","Rp. 10.000.000,00"
3267,2025-01-25,132,113,"17.831,07","2.018,01","Rp. 10.000.000,00"
3268,2025-01-25,133,49,"40.103,33",724.08,7500000
3268,2025-01-20,134,221,"12.120,20","1.249,87","Rp. 7.500.000,00"
3270,2025-01-25,135,147,"Rp. 32.974,84","2.758,67","Rp. 10.000.000,00"
3271,2025-01-25,136,327,"Rp. 1.188,86","146,18","Rp. 1.500.000,00"
3272,2025-01-21,137,77,"-44.849,88","1.102,76","Rp. 5.000.000,00"
3273,2025-01-24,138,283,"Rp. 1.786,41","79,00","Rp. 3.500.000,00"
3274,2025-01-23,139,220,172273.15,"2.138,08","Rp. 5.000.000,00"
3275,2025-01-20,140,211,11415.16,2633.2,5000000
3276,2025-01-23,141,272,"507,98","141,55",2500000
3277,2025-01-24,142,324,"1.559,52",118.91,3500000
3278,2025-01-22,143,239,"31.561,35","2.192,46","Rp. 7.500.000,00"
3279,2025-01-24,144,240,"-7.664,82",1435.14,"Rp. 10.000.000,00"
3279,2025-01-22,145,141,"Rp. -19.284,40",Tanpa Catatan,"Rp. 10.000.000,00"
3281,2025-01-20,146,20,"Rp. 10.688,78","1.661,71","Rp. 5.000.000,00"
3282,2025-01-24,147,149,"37.680,64",2303.46,"Rp. 7.500.000,00"
3283,2025-01-25,148,111,"Rp. 28.604,46","1.678,23","Rp. 5.000.000,00"
3284,2025-01-25,149,290,"608,69","85,03","Rp. 3.500.000,00"
3285,2025-01-21,150,226,"Rp. 18.589,90","833,68","Rp. 10.000.000,00"
3286,2025-01-22,118,188,"Rp. 9.900,01","1.217,83","Rp. 10.000.000,00"
3287,2025-01-25,145,178,"20.580,34","2.624,00","Rp. 10.000.000,00"
3288,2025-01-23,26,133,19304.45,2338.5,"Rp. 5.000.000,00"
3289,2025-01-23,19,66,"Rp. 27.810,96",,"Rp. 10.000.000,00"
3290,2025-01-25,138,274,1005.94,80.56,"Rp. 1.500.000,00"
3291,2025-01-22,55,209,"16.023,79",1028.14,"Rp. 7.500.000,00"
3292,2025-01-25,130,216,11404.81,"1.657,56","Rp. 5.000.000,00"
3292,2025-01-24,68,182,"Rp. 28.921,24",Tanpa Catatan,"Rp. 5.000.000,00"
3294,2025-01-25,34,145,"15.352,90",2981.73,"Rp. 10.000.000,00"
3295,2025-01-25,90,110,"13.180,70",1396.31,"Rp. 10.000.000,00"
3296,2025-01-22,18,135,32540.58,"2.262,51","Rp. 5.000.000,00"
3297,25/01/2025,63,273,"Rp. 1.829,43","21,62","Rp. 2.500.000,00"
3298,2025-01-25,95,64,25506.88,"671,48","Rp. 10.000.000,00"
3299,2025-01-22,73,291,"Rp. 772,50",98.48,3500000
3300,2025-01-23,41,243,"Rp. 28.648,16",537.15,"Rp. 10.000.000,00"
3301,2025-02-20,1,45,"13.384,51","587,29","Rp. 5.000.000,00"
3302,2025-02-20,2,99,"25.033,34","2.400,15",5000000
3303,2025-02-25,3,185,"43.122,72","521,73","Rp. 5.000.000,00"
3304,2025-02-25,4,124,"Rp. 20.554,94","2.570,33",5000000
3305,2025-02-25,5,122,40276.35,1949.92,"Rp. 5.000.000,00"
3306,2025-02-22,6,168,"34.411,46",1597.94,"Rp. 7.500.000,00"
3307,2025-02-25,7,270,"1.224,21","96,28","Rp. 2.500.000,00"
3308,2025-02-23,8,10,"Rp. 17.682,95",2258.28,"Rp. 10.000.000,00"
3309,2025-02-21,9,289,"Rp. 728,74","29,94","Rp. 3.500.000,00"
3310,2025-02-22,10,177,"Rp. 44.859,51","2.344,53",7500000
3311,2025-02-20,11,198,12441.52,"1.687,02","Rp. 5.000.000,00"
3312,2025-02-20,12,114,"7.078,31","1.573,99",5000000
3313,2025-02-24,13,4,41642.68,972.97,"Rp. 10.000.000,00"
3314,2025-02-24,14,52,"Rp. 44.512,35","2.414,68",5000000
3315,2025-02-22,15,16,Meteran Mati,"800,26","Rp. 10.000.000,00"
3316,2025-02-21,16,90,"Rp. 37.430,26",988.67,7500000
3317,2025-02-23,17,210,N/A,,"Rp. 10.000.000,00"
3318,2025-02-23,18,86,"306.308,36","1.053,88",7500000
3319,2025-02-24,19,116,10414.58,"2.776,78","Rp. 5.000.000,00"
3320,2025-02-20,20,22,"Rp. 31.361,78","1.676,90",5000000
3321,2025-02-21,21,104,"Rp. 35.968,93","1.658,78","Rp. 10.000.000,00"
3322,2025-02-24,22,106,20594.1,"792,84","Rp. 5.000.000,00"
3323,2025-02-22,23,201,39437.65,"1.097,89","Rp. 7.500.000,00"
3324,2025-02-21,24,244,"39.631,20",1067.18,"Rp. 5.000.000,00"
3325,2025-02-25,25,62,"Rp. 25.851,79","578,21","Rp. 5.000.000,00"
3326,2025-02-20,26,30,32059.56,"900,17","Rp. 5.000.000,00"
3327,2025-02-23,27,127,8689.7,1426.46,"Rp. 10.000.000,00"
3327,2025-02-22,28,223,"44.100,26","1.592,47","Rp. 7.500.000,00"
3329,2025-02-23,29,73,"Rp. 18.413,38","915,31","Rp. 5.000.000,00"
3330,2025-02-20,30,46,"24.291,46",2043.46,"Rp. 10.000.000,00"
3331,2025-02-20,31,322,884.14,"64,62",3500000
3332,2025-02-22,32,175,"Rp. 32.063,67","1.152,78","Rp. 10.000.000,00"
3333,2025-02-21,33,214,"30.795,70","2.873,97","Rp. 7.500.000,00"
3334,2025-02-25,34,105,"30.919,07",644.57,"Rp. 7.500.000,00"
3335,2025-02-23,35,297,"1.015,62","132,04","Rp. 2.500.000,00"
3336,2025-02-25,36,96,36109.14,"2.715,45","Rp. 7.500.000,00"
3337,2025-02-24,37,67,Rusak,"1.983,53","Rp. 7.500.000,00"
3338,2025-02-20,38,165,"Rp. 12.621,33","684,35","Rp. 10.000.000,00"
3339,2025-02-20,39,249,"Rp. 37.279,93","1.183,98","Rp. 5.000.000,00"
3340,2025-02-21,40,200,36226.07,"1.055,34",10000000
3341,2025-02-23,41,79,"Rp. 24.381,54","2.047,77",5000000
3342,2025-02-24,42,284,"1.630,38",N/A,"Rp. 3.500.000,00"
3343,2025-02-21,43,80,"7.201,85","1.784,09","Rp. 5.000.000,00"
3343,2025-02-20,44,13,"Rp. 6.640,59",1749.07,5000000
3345,2025-02-24,45,311,"Rp. 264,37","139,95","Rp. 1.500.000,00"
3346,2025-02-24,46,197,"Rp. 24.074,19","661,94","Rp. 5.000.000,00"
3347,2025-02-22,47,150,"35.920,38","2.780,26","Rp. 10.000.000,00"
3348,2025-02-24,48,28,"Rp. 36.467,74",1987.67,7500000
3349,2025-02-21,49,82,"Rp. 32.812,64","2.868,82","Rp. 10.000.000,00"
3350,21/02/2025,50,100,"23.517,83","1.300,86","Rp. 10.000.000,00"
3351,20/02/2025,51,235,"9.234,67","1.810,03","Rp. 7.500.000,00"
3352,2025-02-25,52,11,"38.362,95","1.248,21","Rp. 7.500.000,00"
3353,2025-02-22,53,134,"22.366,43","2.126,86",10000000
3354,2025-02-24,54,299,"1.946,18","102,93","Rp. 2.500.000,00"
3355,2025-02-25,55,125,13475.95,"2.605,81","Rp. 10.000.000,00"
3356,2025-02-21,56,43,"Rp. 16.581,25","1.749,05","Rp. 7.500.000,00"
3357,2025-02-22,57,224,"Rp. 38.991,59",1084.2,"Rp. 7.500.000,00"
3358,2025-02-22,58,300,"799,22",51.81,"Rp. 2.500.000,00"
3359,2025-02-24,59,112,30375.75,,"Rp. 5.000.000,00"
3360,2025-02-22,60,121,"Rp. 19.617,02","1.642,33",5000000
3361,22/02/2025,61,154,"15.933,06","1.872,03","Rp. 5.000.000,00"
3362,2025-02-22,62,253,"Rp. 1.796,57","126,64","Rp. 3.500.000,00"
3363,2025-02-23,63,326,"Rp. 250.028,13","79,73",1500000
3364,2025-02-23,64,131,"42.369,57","2.678,34",7500000
3365,2025-02-21,65,5,"16.052,85","1.165,34",5000000
3366,2025-02-22,66,53,"13.071,13",2762.89,10000000
3367,2025-02-23,67,313,667.22,"92,49","Rp. 3.500.000,00"
3367,2025-02-20,68,242,27234.11,Tanpa Catatan,"Rp. 5.000.000,00"
3369,2025-02-23,69,74,"Rp. 28.662,05","1.498,64","Rp. 5.000.000,00"
3370,2025-02-21,70,219,10122.11,2360.17,"Rp. 10.000.000,00"
3371,2025-02-22,71,6,"34.529,33","2.855,82","Rp. 10.000.000,00"
3372,2025-02-21,72,321,"Rp. 851,87","113,52","Rp. 2.500.000,00"
3373,2025-02-25,73,271,"1.804,90","128,20",3500000
3374,2025-02-21,74,61,"Rp. 13.630,06","2.740,12","Rp. 10.000.000,00"
3375,2025-02-25,75,136,N/A,997.77,"Rp. 5.000.000,00"
3376,2025-02-23,76,139,"27.334,21",882.93,"Rp. 10.000.000,00"
3377,2025-02-21,77,265,"1.267,01","108,93","Rp. 3.500.000,00"
3377,2025-02-25,78,126,"Rp. 35.634,24",N/A,"Rp. 7.500.000,00"
3379,2025-02-25,79,232,"Rp. 36.398,38","2.289,42","Rp. 7.500.000,00"
3380,20/02/2025,80,31,"38.460,79",2336.69,"Rp. 5.000.000,00"
3381,2025-02-22,81,205,"30.829,26",2456.41,10000000
3382,2025-02-23,82,47,"25.057,05","742,73","Rp. 5.000.000,00"
3382,2025-02-23,83,222,37545.28,Tanpa Catatan,"Rp. 5.000.000,00"
3384,2025-02-22,84,3,"Rp. 31.951,28","548,20","Rp. 7.500.000,00"
3385,20/02/2025,85,157,"Rp. 401.023,40","1.149,21","Rp. 5.000.000,00"
3386,2025-02-23,86,160,"Rp. -7.690,20","2.150,22","Rp. 5.000.000,00"
3387,2025-02-20,87,203,"8.803,60","1.981,03","Rp. 5.000.000,00"
3388,2025-02-20,88,107,"Rp. 19.481,58","1.552,46","Rp. 5.000.000,00"
3389,2025-02-20,89,153,"Rp. 32.444,98","2.036,68","Rp. 5.000.000,00"
3390,2025-02-24,90,250,"35.710,12",1652.23,"Rp. 7.500.000,00"
3391,2025-02-21,91,48,"24.674,15","2.148,10","Rp. 5.000.000,00"
3392,23/02/2025,92,212,"Rp. 35.690,70","1.129,58","Rp. 10.000.000,00"
3393,2025-02-24,93,172,"23.935,60","2.979,32","Rp. 7.500.000,00"
3393,2025-02-22,94,78,"39.200,47",1721.07,"Rp. 10.000.000,00"
3395,2025-02-21,95,85,"35.781,10","1.351,10",5000000
3395,2025-02-22,96,39,"Rp. 36.568,12","1.232,89",7500000
3397,2025-02-23,97,325,"Rp. 1.688,62",37.59,"Rp. 3.500.000,00"
3398,2025-02-24,98,158,39680.4,"2.729,92","Rp. 5.000.000,00"
3399,2025-02-24,99,288,"1.253,74","137,26","Rp. 3.500.000,00"
